CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
40679229,AMARANTH,MANHATTAN,21        ,EAST   62 STREET                                  ,10065,2129806700,French,01/12/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,01/12/2015,02/21/2016,Cycle Inspection / Initial Inspection
40679229,AMARANTH,MANHATTAN,21        ,EAST   62 STREET                                  ,10065,2129806700,French,01/12/2015,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,12,A,01/12/2015,02/21/2016,Cycle Inspection / Initial Inspection
40679229,AMARANTH,MANHATTAN,21        ,EAST   62 STREET                                  ,10065,2129806700,French,01/12/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,A,01/12/2015,02/21/2016,Cycle Inspection / Initial Inspection
40526406,CLUB MACANUDO (CIGAR BAR),MANHATTAN,26,EAST   63 STREET,10065,2127528200,American ,01/12/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A,01/12/2015,02/21/2016,Cycle Inspection / Initial Inspection
40526406,CLUB MACANUDO (CIGAR BAR),MANHATTAN,26,EAST   63 STREET,10065,2127528200,American ,01/12/2015,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,10,A,01/12/2015,02/21/2016,Cycle Inspection / Initial Inspection
50005013,Kaffe 1668,MANHATTAN,530,5TH AVE,10036,9174700317,Café/Coffee/Tea,01/12/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,22,,,02/21/2016,Cycle Inspection / Initial Inspection
50005013,Kaffe 1668,MANHATTAN,530,5TH AVE,10036,9174700317,Café/Coffee/Tea,01/12/2015,Violations were cited in the following area(s).,04E,"Toxic chemical improperly labeled, stored or used such that food contamination may occur.",Critical,22,,,02/21/2016,Cycle Inspection / Initial Inspection
50005013,Kaffe 1668,MANHATTAN,530,5TH AVE,10036,9174700317,Café/Coffee/Tea,01/12/2015,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,22,,,02/21/2016,Cycle Inspection / Initial Inspection
50004444,KUNG FU LITTLE STEAMED BUNS RAMEN,MANHATTAN,811,8TH AVE,10019,9173882555,Chinese,01/12/2015,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,33,,,02/21/2016,Cycle Inspection / Initial Inspection
50004444,KUNG FU LITTLE STEAMED BUNS RAMEN,MANHATTAN,811,8TH AVE,10019,9173882555,Chinese,01/12/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,33,,,02/21/2016,Cycle Inspection / Initial Inspection
50004444,KUNG FU LITTLE STEAMED BUNS RAMEN,MANHATTAN,811,8TH AVE,10019,9173882555,Chinese,01/12/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,33,,,02/21/2016,Cycle Inspection / Initial Inspection
50004444,KUNG FU LITTLE STEAMED BUNS RAMEN,MANHATTAN,811,8TH AVE,10019,9173882555,Chinese,01/12/2015,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,33,,,02/21/2016,Cycle Inspection / Initial Inspection
50004444,KUNG FU LITTLE STEAMED BUNS RAMEN,MANHATTAN,811,8TH AVE,10019,9173882555,Chinese,01/12/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,33,,,02/21/2016,Cycle Inspection / Initial Inspection
50004444,KUNG FU LITTLE STEAMED BUNS RAMEN,MANHATTAN,811,8TH AVE,10019,9173882555,Chinese,01/12/2015,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,33,,,02/21/2016,Cycle Inspection / Initial Inspection
50004346,KFC,MANHATTAN,2755      ,BROADWAY                                                                                            ,10025,2126659430,American ,01/12/2015,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,26,,,02/21/2016,Cycle Inspection / Initial Inspection
50004346,KFC,MANHATTAN,2755      ,BROADWAY                                                                                            ,10025,2126659430,American ,01/12/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,26,,,02/21/2016,Cycle Inspection / Initial Inspection
50004346,KFC,MANHATTAN,2755      ,BROADWAY                                                                                            ,10025,2126659430,American ,01/12/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,26,,,02/21/2016,Cycle Inspection / Initial Inspection
50004346,KFC,MANHATTAN,2755      ,BROADWAY                                                                                            ,10025,2126659430,American ,01/12/2015,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,26,,,02/21/2016,Cycle Inspection / Initial Inspection
50004346,KFC,MANHATTAN,2755      ,BROADWAY                                                                                            ,10025,2126659430,American ,01/12/2015,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,26,,,02/21/2016,Cycle Inspection / Initial Inspection
50003708,NOODLE Q,MANHATTAN,2,E BROADWAY,10038,2122198223,Chinese,01/12/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,33,,,02/21/2016,Cycle Inspection / Initial Inspection
50003708,NOODLE Q,MANHATTAN,2,E BROADWAY,10038,2122198223,Chinese,01/12/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,33,,,02/21/2016,Cycle Inspection / Initial Inspection
50003708,NOODLE Q,MANHATTAN,2,E BROADWAY,10038,2122198223,Chinese,01/12/2015,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,33,,,02/21/2016,Cycle Inspection / Initial Inspection
50003708,NOODLE Q,MANHATTAN,2,E BROADWAY,10038,2122198223,Chinese,01/12/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,33,,,02/21/2016,Cycle Inspection / Initial Inspection
50003708,NOODLE Q,MANHATTAN,2,E BROADWAY,10038,2122198223,Chinese,01/12/2015,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,33,,,02/21/2016,Cycle Inspection / Initial Inspection
50004028,CHIPOTLE MEXICAN GRILL,MANHATTAN,28,W 40TH ST,10018,2123020650,Mexican,01/12/2015,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13,,,02/21/2016,Cycle Inspection / Initial Inspection
50004028,CHIPOTLE MEXICAN GRILL,MANHATTAN,28,W 40TH ST,10018,2123020650,Mexican,01/12/2015,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,13,,,02/21/2016,Cycle Inspection / Initial Inspection
50002766,THE MARSHAL,MANHATTAN,628,10TH AVE,10036,2125826300,American ,01/12/2015,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,7,,,02/21/2016,Cycle Inspection / Initial Inspection
50002766,THE MARSHAL,MANHATTAN,628,10TH AVE,10036,2125826300,American ,01/12/2015,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,7,,,02/21/2016,Cycle Inspection / Initial Inspection
41703786,ESSEN,MANHATTAN,60,MADISON AVENUE,10010,2122136969,American ,01/12/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,10,A,01/12/2015,02/21/2016,Cycle Inspection / Initial Inspection
41703786,ESSEN,MANHATTAN,60,MADISON AVENUE,10010,2122136969,American ,01/12/2015,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,10,A,01/12/2015,02/21/2016,Cycle Inspection / Initial Inspection
41703965,GO GO CURRY,MANHATTAN,12,JOHN STREET,10038,2124065555,Japanese,01/12/2015,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,65,,,02/21/2016,Cycle Inspection / Initial Inspection
41703965,GO GO CURRY,MANHATTAN,12,JOHN STREET,10038,2124065555,Japanese,01/12/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,65,,,02/21/2016,Cycle Inspection / Initial Inspection
41703965,GO GO CURRY,MANHATTAN,12,JOHN STREET,10038,2124065555,Japanese,01/12/2015,Violations were cited in the following area(s).,06G,HACCP plan not approved or approved HACCP plan not maintained on premises.,Critical,65,,,02/21/2016,Cycle Inspection / Initial Inspection
41703965,GO GO CURRY,MANHATTAN,12,JOHN STREET,10038,2124065555,Japanese,01/12/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,65,,,02/21/2016,Cycle Inspection / Initial Inspection
41703965,GO GO CURRY,MANHATTAN,12,JOHN STREET,10038,2124065555,Japanese,01/12/2015,Violations were cited in the following area(s).,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,,,,02/21/2016,Administrative Miscellaneous / Initial Inspection
41719234,NEW KAM LAI RESTAURANT,MANHATTAN,890       ,AMSTERDAM AVENUE                                  ,10025,2127498398,Chinese,01/12/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,9,A,01/12/2015,02/21/2016,Cycle Inspection / Re-inspection
41719234,NEW KAM LAI RESTAURANT,MANHATTAN,890       ,AMSTERDAM AVENUE                                  ,10025,2127498398,Chinese,01/12/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,01/12/2015,02/21/2016,Cycle Inspection / Re-inspection
50001918,BLACK IRON BURGER,MANHATTAN,540,E. 5TH STREET,10009,2126776067,American ,01/12/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,8,A,01/12/2015,02/21/2016,Cycle Inspection / Re-inspection
